xmin,ymin,xmax,ymax,label,file,width,height,annotation_file,image_file,cropped_image_file
58,51,68,62,without_mask,maksssksksss735,400,225,maksssksksss735.xml,maksssksksss735.png,maksssksksss735-1413-v.png
58,51,68,62,without_mask,maksssksksss735,400,225,maksssksksss735.xml,maksssksksss735.png,maksssksksss735-1413-hv.png
58,51,68,62,without_mask,maksssksksss735,400,225,maksssksksss735.xml,maksssksksss735.png,maksssksksss735-1413-b.png
108,74,134,98,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1420-h.png
108,74,134,98,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1420-v.png
108,74,134,98,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1420-hv.png
108,74,134,98,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1420-b.png
184,67,198,94,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1422-h.png
184,67,198,94,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1422-v.png
184,67,198,94,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1422-hv.png
184,67,198,94,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1422-b.png
261,22,279,41,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1425-h.png
261,22,279,41,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1425-v.png
261,22,279,41,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1425-hv.png
261,22,279,41,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1425-b.png
233,23,245,39,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1433-h.png
233,23,245,39,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1433-v.png
233,23,245,39,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1433-hv.png
233,23,245,39,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1433-b.png
305,6,318,17,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1434-h.png
305,6,318,17,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1434-v.png
305,6,318,17,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1434-hv.png
305,6,318,17,without_mask,maksssksksss558,400,226,maksssksksss558.xml,maksssksksss558.png,maksssksksss558-1434-b.png
135,69,156,90,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1440-h.png
135,69,156,90,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1440-v.png
135,69,156,90,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1440-hv.png
135,69,156,90,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1440-b.png
35,69,55,91,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1441-h.png
35,69,55,91,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1441-v.png
35,69,55,91,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1441-hv.png
35,69,55,91,without_mask,maksssksksss567,400,267,maksssksksss567.xml,maksssksksss567.png,maksssksksss567-1441-b.png
30,50,38,58,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1469-h.png
30,50,38,58,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1469-v.png
30,50,38,58,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1469-hv.png
30,50,38,58,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1469-b.png
199,43,209,56,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1470-h.png
199,43,209,56,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1470-v.png
199,43,209,56,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1470-hv.png
199,43,209,56,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1470-b.png
298,39,306,52,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1471-h.png
298,39,306,52,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1471-v.png
298,39,306,52,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1471-hv.png
298,39,306,52,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1471-b.png
224,83,239,97,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1472-h.png
224,83,239,97,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1472-v.png
224,83,239,97,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1472-hv.png
224,83,239,97,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1472-b.png
367,76,382,92,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1474-h.png
367,76,382,92,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1474-v.png
367,76,382,92,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1474-hv.png
367,76,382,92,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1474-b.png
371,100,382,123,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1475-h.png
371,100,382,123,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1475-v.png
371,100,382,123,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1475-hv.png
371,100,382,123,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1475-b.png
381,76,393,88,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1476-h.png
381,76,393,88,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1476-v.png
381,76,393,88,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1476-hv.png
381,76,393,88,without_mask,maksssksksss223,400,225,maksssksksss223.xml,maksssksksss223.png,maksssksksss223-1476-b.png
231,162,249,178,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1498-h.png
231,162,249,178,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1498-v.png
231,162,249,178,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1498-hv.png
231,162,249,178,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1498-b.png
205,132,215,143,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1502-h.png
205,132,215,143,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1502-v.png
205,132,215,143,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1502-hv.png
205,132,215,143,without_mask,maksssksksss824,400,267,maksssksksss824.xml,maksssksksss824.png,maksssksksss824-1502-b.png
2,56,16,74,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1519-h.png
2,56,16,74,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1519-v.png
2,56,16,74,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1519-hv.png
2,56,16,74,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1519-b.png
18,46,37,67,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1520-h.png
18,46,37,67,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1520-v.png
18,46,37,67,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1520-hv.png
18,46,37,67,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1520-b.png
46,46,59,62,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1521-h.png
46,46,59,62,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1521-v.png
46,46,59,62,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1521-hv.png
46,46,59,62,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1521-b.png
50,60,59,82,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1522-h.png
50,60,59,82,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1522-v.png
50,60,59,82,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1522-hv.png
50,60,59,82,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1522-b.png
19,109,32,127,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1523-h.png
19,109,32,127,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1523-v.png
19,109,32,127,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1523-hv.png
19,109,32,127,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1523-b.png
97,273,131,300,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1526-h.png
97,273,131,300,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1526-v.png
97,273,131,300,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1526-hv.png
97,273,131,300,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1526-b.png
108,7,120,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1527-h.png
108,7,120,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1527-v.png
108,7,120,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1527-hv.png
108,7,120,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1527-b.png
111,39,127,60,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1528-h.png
111,39,127,60,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1528-v.png
111,39,127,60,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1528-hv.png
111,39,127,60,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1528-b.png
133,51,146,73,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1529-h.png
133,51,146,73,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1529-v.png
133,51,146,73,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1529-hv.png
133,51,146,73,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1529-b.png
147,55,159,77,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1530-h.png
147,55,159,77,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1530-v.png
147,55,159,77,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1530-hv.png
147,55,159,77,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1530-b.png
97,104,114,124,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1531-h.png
97,104,114,124,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1531-v.png
97,104,114,124,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1531-hv.png
97,104,114,124,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1531-b.png
193,54,206,71,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1534-h.png
193,54,206,71,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1534-v.png
193,54,206,71,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1534-hv.png
193,54,206,71,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1534-b.png
208,54,219,72,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1535-h.png
208,54,219,72,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1535-v.png
208,54,219,72,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1535-hv.png
208,54,219,72,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1535-b.png
261,26,279,53,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1537-h.png
261,26,279,53,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1537-v.png
261,26,279,53,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1537-hv.png
261,26,279,53,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1537-b.png
296,39,310,58,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1538-h.png
296,39,310,58,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1538-v.png
296,39,310,58,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1538-hv.png
296,39,310,58,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1538-b.png
108,10,122,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1541-h.png
108,10,122,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1541-v.png
108,10,122,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1541-hv.png
108,10,122,22,without_mask,maksssksksss453,400,300,maksssksksss453.xml,maksssksksss453.png,maksssksksss453-1541-b.png
51,221,96,263,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1547-h.png
51,221,96,263,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1547-v.png
51,221,96,263,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1547-hv.png
51,221,96,263,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1547-b.png
1,50,27,78,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1548-h.png
1,50,27,78,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1548-v.png
1,50,27,78,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1548-hv.png
1,50,27,78,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1548-b.png
133,47,159,76,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1549-h.png
133,47,159,76,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1549-v.png
133,47,159,76,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1549-hv.png
133,47,159,76,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1549-b.png
354,266,397,300,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1550-h.png
354,266,397,300,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1550-v.png
354,266,397,300,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1550-hv.png
354,266,397,300,without_mask,maksssksksss672,400,300,maksssksksss672.xml,maksssksksss672.png,maksssksksss672-1550-b.png
156,22,177,48,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1559-h.png
156,22,177,48,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1559-v.png
156,22,177,48,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1559-hv.png
156,22,177,48,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1559-b.png
343,15,359,34,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1563-h.png
343,15,359,34,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1563-v.png
343,15,359,34,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1563-hv.png
343,15,359,34,without_mask,maksssksksss134,400,225,maksssksksss134.xml,maksssksksss134.png,maksssksksss134-1563-b.png
359,92,381,116,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1572-h.png
359,92,381,116,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1572-v.png
359,92,381,116,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1572-hv.png
359,92,381,116,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1572-b.png
189,74,216,98,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1573-h.png
189,74,216,98,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1573-v.png
189,74,216,98,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1573-hv.png
189,74,216,98,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1573-b.png
250,82,266,110,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1574-h.png
250,82,266,110,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1574-v.png
250,82,266,110,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1574-hv.png
250,82,266,110,without_mask,maksssksksss584,400,267,maksssksksss584.xml,maksssksksss584.png,maksssksksss584-1574-b.png
256,66,273,85,without_mask,maksssksksss548,400,300,maksssksksss548.xml,maksssksksss548.png,maksssksksss548-1582-h.png
256,66,273,85,without_mask,maksssksksss548,400,300,maksssksksss548.xml,maksssksksss548.png,maksssksksss548-1582-v.png
256,66,273,85,without_mask,maksssksksss548,400,300,maksssksksss548.xml,maksssksksss548.png,maksssksksss548-1582-hv.png
256,66,273,85,without_mask,maksssksksss548,400,300,maksssksksss548.xml,maksssksksss548.png,maksssksksss548-1582-b.png
153,39,179,65,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1589-h.png
153,39,179,65,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1589-v.png
153,39,179,65,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1589-hv.png
153,39,179,65,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1589-b.png
203,35,225,59,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1590-h.png
203,35,225,59,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1590-v.png
203,35,225,59,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1590-hv.png
203,35,225,59,without_mask,maksssksksss164,400,200,maksssksksss164.xml,maksssksksss164.png,maksssksksss164-1590-b.png
302,81,330,107,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1602-h.png
302,81,330,107,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1602-v.png
302,81,330,107,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1602-hv.png
302,81,330,107,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1602-b.png
352,45,377,67,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1603-h.png
352,45,377,67,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1603-v.png
352,45,377,67,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1603-hv.png
352,45,377,67,without_mask,maksssksksss119,400,289,maksssksksss119.xml,maksssksksss119.png,maksssksksss119-1603-b.png
122,196,210,319,without_mask,maksssksksss571,301,400,maksssksksss571.xml,maksssksksss571.png,maksssksksss571-1604-h.png
122,196,210,319,without_mask,maksssksksss571,301,400,maksssksksss571.xml,maksssksksss571.png,maksssksksss571-1604-v.png
122,196,210,319,without_mask,maksssksksss571,301,400,maksssksksss571.xml,maksssksksss571.png,maksssksksss571-1604-hv.png
122,196,210,319,without_mask,maksssksksss571,301,400,maksssksksss571.xml,maksssksksss571.png,maksssksksss571-1604-b.png
17,42,55,85,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1629-h.png
17,42,55,85,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1629-v.png
17,42,55,85,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1629-hv.png
17,42,55,85,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1629-b.png
374,39,394,70,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1634-h.png
374,39,394,70,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1634-v.png
374,39,394,70,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1634-hv.png
374,39,394,70,without_mask,maksssksksss254,400,217,maksssksksss254.xml,maksssksksss254.png,maksssksksss254-1634-b.png
385,25,396,46,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1703-h.png
385,25,396,46,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1703-v.png
385,25,396,46,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1703-hv.png
385,25,396,46,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1703-b.png
217,27,229,41,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1704-h.png
217,27,229,41,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1704-v.png
217,27,229,41,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1704-hv.png
217,27,229,41,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1704-b.png
51,20,61,31,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1705-h.png
51,20,61,31,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1705-v.png
51,20,61,31,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1705-hv.png
51,20,61,31,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1705-b.png
87,15,97,27,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1706-h.png
87,15,97,27,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1706-v.png
87,15,97,27,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1706-hv.png
87,15,97,27,without_mask,maksssksksss385,400,245,maksssksksss385.xml,maksssksksss385.png,maksssksksss385-1706-b.png
62,194,160,320,without_mask,maksssksksss299,301,400,maksssksksss299.xml,maksssksksss299.png,maksssksksss299-1707-h.png
62,194,160,320,without_mask,maksssksksss299,301,400,maksssksksss299.xml,maksssksksss299.png,maksssksksss299-1707-v.png
62,194,160,320,without_mask,maksssksksss299,301,400,maksssksksss299.xml,maksssksksss299.png,maksssksksss299-1707-hv.png
62,194,160,320,without_mask,maksssksksss299,301,400,maksssksksss299.xml,maksssksksss299.png,maksssksksss299-1707-b.png
17,59,39,82,without_mask,maksssksksss784,400,225,maksssksksss784.xml,maksssksksss784.png,maksssksksss784-1726-h.png
17,59,39,82,without_mask,maksssksksss784,400,225,maksssksksss784.xml,maksssksksss784.png,maksssksksss784-1726-v.png
17,59,39,82,without_mask,maksssksksss784,400,225,maksssksksss784.xml,maksssksksss784.png,maksssksksss784-1726-hv.png
17,59,39,82,without_mask,maksssksksss784,400,225,maksssksksss784.xml,maksssksksss784.png,maksssksksss784-1726-b.png
59,54,75,74,without_mask,maksssksksss732,400,268,maksssksksss732.xml,maksssksksss732.png,maksssksksss732-1741-h.png
59,54,75,74,without_mask,maksssksksss732,400,268,maksssksksss732.xml,maksssksksss732.png,maksssksksss732-1741-v.png
59,54,75,74,without_mask,maksssksksss732,400,268,maksssksksss732.xml,maksssksksss732.png,maksssksksss732-1741-hv.png
59,54,75,74,without_mask,maksssksksss732,400,268,maksssksksss732.xml,maksssksksss732.png,maksssksksss732-1741-b.png
